ticker,history_length,horizon,model,observations,mean_price_mae,mean_return_abs_error
CVNA,90,10,XGBoost,48,3.8223971919380766,0.18584445905899385
CVNA,90,20,ARIMA,50,4.964298989108715,0.22819312024404023
CVNA,90,20,Naive,50,4.973159490823746,0.22798115867851276
CVNA,90,20,XGBoost,48,6.950623169931863,0.31694166680033403
CVNA,180,1,ARIMA,50,1.2382558661493284,0.05045151029211944
CVNA,180,1,Naive,50,1.2342000126838686,0.05020354595543859
CVNA,180,1,XGBoost,50,1.5169264960371533,0.059513027175976896
CVNA,180,5,ARIMA,50,2.246106264516631,0.10027449195095808
CVNA,180,5,Naive,50,2.237679728269577,0.09969495578301306
CVNA,180,5,XGBoost,50,3.008353624279587,0.13517557223339516
CVNA,180,10,ARIMA,50,2.946546435386598,0.13573556864876773
CVNA,180,10,Naive,50,2.945600109100342,0.13562817516671857
CVNA,180,10,XGBoost,50,4.221416581684347,0.18255909441346932
CVNA,180,20,ARIMA,50,4.810682391481786,0.21694813115226855
CVNA,180,20,Naive,50,4.8114799094200125,0.2169837783971676
CVNA,180,20,XGBoost,50,5.824719432415398,0.29257712373401956
ENPH,30,1,ARIMA,50,1.8591887289581017,0.03944507511184031
ENPH,30,1,Naive,50,1.8527997374534624,0.03936647824133022
ENPH,30,1,XGBoost,48,2.122581040886273,0.04307799543719457
ENPH,30,5,ARIMA,50,4.363686336943752,0.08166326342044604
ENPH,30,5,Naive,50,4.354799551963807,0.08146501970231591
ENPH,30,5,XGBoost,48,4.476686597268287,0.09861830625938957
ENPH,30,10,ARIMA,50,5.770539092798368,0.12769537133153186
